"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"3524","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3525","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3526","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3527","3.125","3.125","3.125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3528","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3529","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3530","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3531","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3532","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3533","3.140625","3.140625","3.140625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3534","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3535","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3536","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3537","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3538","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3539","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.15625","3.15625","3.15625"
"3540","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875"
"3541","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3542","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3543","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875"
"3544","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3545","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3546","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3547","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3548","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3549","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3550","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3551","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3552","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3553","3.15625","3.15625","3.15625","3.25","3.25","3.25","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.25","3.25","3.25","3.1875","3.1875","3.1875","3.25","3.25","3.25","3.1875","3.1875","3.1875"
"3554","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3555","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3556","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3557","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3558","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3559","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3560","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3561","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3562","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3563","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3564","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625"
"3565","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3566","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875"
"3567","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3568","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3569","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3570","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875"
"3571","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3572","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3573","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3574","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3575","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3576","3.125","3.125","3.125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3577","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3578","3.125","3.125","3.125","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625"
