"Step","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"428","4.3125","4.3125","4.3125","4.3125","4.3125","4.3125"
"429","4.3125","4.3125","4.3125","4.3125","4.3125","4.3125"
"430","4.3125","4.3125","4.3125","4.3125","4.3125","4.3125"
"431","4.3125","4.3125","4.3125","4.3125","4.3125","4.3125"
"432","4.3125","4.3125","4.3125","4.28125","4.28125","4.28125"
"433","4.28125","4.28125","4.28125","4.28125","4.28125","4.28125"
"434","4.25","4.25","4.25","4.25","4.25","4.25"
"435","4.25","4.25","4.25","4.25","4.25","4.25"
"436","4.28125","4.28125","4.28125","4.28125","4.28125","4.28125"
"437","4.25","4.25","4.25","4.28125","4.28125","4.28125"
"438","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"439","4.28125","4.28125","4.28125","4.3125","4.3125","4.3125"
"440","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"441","4.25","4.25","4.25","4.25","4.25","4.25"
"442","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"443","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"444","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"445","4.25","4.25","4.25","4.25","4.25","4.25"
"446","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"447","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"448","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"449","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"450","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"451","4.21875","4.21875","4.21875","4.28125","4.28125","4.28125"
"452","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"453","4.21875","4.21875","4.21875","4.25","4.25","4.25"
"454","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"455","4.25","4.25","4.25","4.25","4.25","4.25"
"456","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"457","4.21875","4.21875","4.21875","4.21875","4.21875","4.21875"
"458","4.21875","4.21875","4.21875","4.21875","4.21875","4.21875"
"459","4.21875","4.21875","4.21875","4.21875","4.21875","4.21875"
"460","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"461","4.15625","4.15625","4.15625","4.21875","4.21875","4.21875"
"462","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"463","4.1875","4.1875","4.1875","4.25","4.25","4.25"
"464","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"465","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"466","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"467","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"468","4.1875","4.1875","4.1875","4.21875","4.21875","4.21875"
"469","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"470","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"471","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"472","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"473","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"474","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"475","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"476","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"477","4.125","4.125","4.125","4.1875","4.1875","4.1875"
"478","4.125","4.125","4.125","4.1875","4.1875","4.1875"
"479","4.125","4.125","4.125","4.1875","4.1875","4.1875"
"480","4.125","4.125","4.125","4.1875","4.1875","4.1875"
"481","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"482","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"483","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"484","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"485","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"486","4.125","4.125","4.125","4.1875","4.1875","4.1875"
"487","4.125","4.125","4.125","4.125","4.125","4.125"
"488","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"489","4.15625","4.15625","4.15625","4.1875","4.1875","4.1875"
"490","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"491","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"492","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"493","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"494","4.125","4.125","4.125","4.125","4.125","4.125"
"495","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"496","4.125","4.125","4.125","4.125","4.125","4.125"
"497","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"498","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"499","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"500","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"501","4.09375","4.09375","4.09375","4.15625","4.15625","4.15625"
"502","4.125","4.125","4.125","4.15625","4.15625","4.15625"
"503","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"504","4.125","4.125","4.125","4.125","4.125","4.125"
"505","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"506","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"507","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"508","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"509","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"510","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"511","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"512","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"513","4.0625","4.0625","4.0625","4.125","4.125","4.125"
"514","4.0625","4.0625","4.0625","4.125","4.125","4.125"
"515","4.0625","4.0625","4.0625","4.125","4.125","4.125"
"516","4.0625","4.0625","4.0625","4.125","4.125","4.125"
"517","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"518","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"519","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"520","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"521","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"522","4.03125","4.03125","4.03125","4.09375","4.09375","4.09375"
"523","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"524","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"525","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"526","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"527","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"528","4.03125","4.03125","4.03125","4.09375","4.09375","4.09375"
"529","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"530","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"531","4.03125","4.03125","4.03125","4.09375","4.09375","4.09375"
"532","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"533","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"534","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"535","4.03125","4.03125","4.03125","4.09375","4.09375","4.09375"
"536","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"537","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"538","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"539","4","4","4","4.0625","4.0625","4.0625"
"540","4.03125","4.03125","4.03125","4.09375","4.09375","4.09375"
"541","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"542","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"543","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"544","4","4","4","4.0625","4.0625","4.0625"
"545","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"546","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"547","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"548","3.984375","3.984375","3.984375","4.03125","4.03125","4.03125"
"549","4","4","4","4.03125","4.03125","4.03125"
"550","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"551","4","4","4","4.0625","4.0625","4.0625"
"552","4","4","4","4.03125","4.03125","4.03125"
"553","4","4","4","4.03125","4.03125","4.03125"
"554","4","4","4","4.03125","4.03125","4.03125"
"555","4","4","4","4.03125","4.03125","4.03125"
"556","4.03125","4.03125","4.03125","4.0625","4.0625","4.0625"
"557","4","4","4","4.0625","4.0625","4.0625"
"558","4","4","4","4.0625","4.0625","4.0625"
"559","4","4","4","4.03125","4.03125","4.03125"
"560","4","4","4","4.0625","4.0625","4.0625"
"561","4","4","4","4.03125","4.03125","4.03125"
"562","3.984375","3.984375","3.984375","4.03125","4.03125","4.03125"
"563","4","4","4","4.03125","4.03125","4.03125"
"564","4","4","4","4.03125","4.03125","4.03125"
"565","3.96875","3.96875","3.96875","4","4","4"
"566","3.96875","3.96875","3.96875","4","4","4"
"567","3.984375","3.984375","3.984375","4.03125","4.03125","4.03125"
"568","3.96875","3.96875","3.96875","4","4","4"
"569","3.984375","3.984375","3.984375","4","4","4"
"570","3.96875","3.96875","3.96875","4","4","4"
"571","3.96875","3.96875","3.96875","4","4","4"
"572","3.96875","3.96875","3.96875","4","4","4"
"573","3.96875","3.96875","3.96875","4","4","4"
"574","3.96875","3.96875","3.96875","3.984375","3.984375","3.984375"
"575","3.96875","3.96875","3.96875","4","4","4"
"576","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"577","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"578","3.96875","3.96875","3.96875","4","4","4"
"579","4","4","4","4","4","4"
"580","3.96875","3.96875","3.96875","4","4","4"
"581","3.953125","3.953125","3.953125","3.984375","3.984375","3.984375"
"582","3.953125","3.953125","3.953125","3.96875","3.96875","3.96875"
"583","3.96875","3.96875","3.96875","3.984375","3.984375","3.984375"
"584","4","4","4","4","4","4"
"585","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"586","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"587","3.96875","3.96875","3.96875","3.984375","3.984375","3.984375"
"588","3.953125","3.953125","3.953125","3.96875","3.96875","3.96875"
"589","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"590","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"591","3.96875","3.96875","3.96875","3.984375","3.984375","3.984375"
"592","3.953125","3.953125","3.953125","3.984375","3.984375","3.984375"
"593","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"594","3.953125","3.953125","3.953125","3.96875","3.96875","3.96875"
"595","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"596","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"597","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"598","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"599","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"600","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"601","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"602","3.921875","3.921875","3.921875","3.953125","3.953125","3.953125"
"603","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"604","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"605","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"606","3.921875","3.921875","3.921875","3.96875","3.96875","3.96875"
"607","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"608","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"609","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"610","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"611","3.921875","3.921875","3.921875","3.9375","3.9375","3.9375"
"612","3.953125","3.953125","3.953125","3.96875","3.96875","3.96875"
"613","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"614","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"615","3.921875","3.921875","3.921875","3.921875","3.921875","3.921875"
"616","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"617","3.921875","3.921875","3.921875","3.9375","3.9375","3.9375"
"618","3.921875","3.921875","3.921875","3.9375","3.9375","3.9375"
"619","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"620","3.921875","3.921875","3.921875","3.953125","3.953125","3.953125"
"621","3.9375","3.9375","3.9375","3.96875","3.96875","3.96875"
"622","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"623","3.890625","3.890625","3.890625","3.9375","3.9375","3.9375"
"624","3.890625","3.890625","3.890625","3.9375","3.9375","3.9375"
"625","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"626","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"627","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"628","3.90625","3.90625","3.90625","3.921875","3.921875","3.921875"
"629","3.890625","3.890625","3.890625","3.921875","3.921875","3.921875"
"630","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"631","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"632","3.90625","3.90625","3.90625","3.921875","3.921875","3.921875"
"633","3.90625","3.90625","3.90625","3.921875","3.921875","3.921875"
"634","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"635","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"636","3.890625","3.890625","3.890625","3.90625","3.90625","3.90625"
"637","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"638","3.890625","3.890625","3.890625","3.90625","3.90625","3.90625"
"639","3.875","3.875","3.875","3.890625","3.890625","3.890625"
"640","3.90625","3.90625","3.90625","3.921875","3.921875","3.921875"
"641","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"642","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"643","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"644","3.890625","3.890625","3.890625","3.90625","3.90625","3.90625"
"645","3.90625","3.90625","3.90625","3.9375","3.9375","3.9375"
"646","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"647","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"648","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"649","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"650","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"651","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"652","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"653","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"654","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"655","3.890625","3.890625","3.890625","3.90625","3.90625","3.90625"
"656","3.859375","3.859375","3.859375","3.859375","3.859375","3.859375"
"657","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"658","3.875","3.875","3.875","3.875","3.875","3.875"
"659","3.859375","3.859375","3.859375","3.875","3.875","3.875"
"660","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"661","3.875","3.875","3.875","3.890625","3.890625","3.890625"
"662","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"663","3.859375","3.859375","3.859375","3.875","3.875","3.875"
"664","3.875","3.875","3.875","3.90625","3.90625","3.90625"
"665","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"666","3.875","3.875","3.875","3.890625","3.890625","3.890625"
"667","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"668","3.859375","3.859375","3.859375","3.875","3.875","3.875"
"669","3.859375","3.859375","3.859375","3.875","3.875","3.875"
"670","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"671","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"672","3.859375","3.859375","3.859375","3.875","3.875","3.875"
"673","3.859375","3.859375","3.859375","3.90625","3.90625","3.90625"
"674","3.828125","3.828125","3.828125","3.875","3.875","3.875"
"675","3.84375","3.84375","3.84375","3.859375","3.859375","3.859375"
"676","3.859375","3.859375","3.859375","3.859375","3.859375","3.859375"
"677","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"678","3.828125","3.828125","3.828125","3.828125","3.828125","3.828125"
"679","3.84375","3.84375","3.84375","3.890625","3.890625","3.890625"
"680","3.890625","3.890625","3.890625","3.90625","3.90625","3.90625"
"681","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"682","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"683","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"684","3.84375","3.84375","3.84375","3.859375","3.859375","3.859375"
"685","3.84375","3.84375","3.84375","3.859375","3.859375","3.859375"
"686","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"687","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"688","3.84375","3.84375","3.84375","3.84375","3.84375","3.84375"
"689","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"690","3.84375","3.84375","3.84375","3.859375","3.859375","3.859375"
"691","3.828125","3.828125","3.828125","3.828125","3.828125","3.828125"
"692","3.828125","3.828125","3.828125","3.875","3.875","3.875"
"693","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"694","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"695","3.875","3.875","3.875","3.875","3.875","3.875"
"696","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"697","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"698","3.8125","3.8125","3.8125","3.84375","3.84375","3.84375"
"699","3.828125","3.828125","3.828125","3.828125","3.828125","3.828125"
"700","3.8125","3.8125","3.8125","3.84375","3.84375","3.84375"
"701","3.84375","3.84375","3.84375","3.875","3.875","3.875"
"702","3.8125","3.8125","3.8125","3.84375","3.84375","3.84375"
"703","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"704","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"705","3.796875","3.796875","3.796875","3.84375","3.84375","3.84375"
"706","3.796875","3.796875","3.796875","3.84375","3.84375","3.84375"
"707","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"708","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"709","3.8125","3.8125","3.8125","3.828125","3.828125","3.828125"
"710","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"711","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"712","3.828125","3.828125","3.828125","3.859375","3.859375","3.859375"
"713","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"714","3.8125","3.8125","3.8125","3.828125","3.828125","3.828125"
"715","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"716","3.828125","3.828125","3.828125","3.84375","3.84375","3.84375"
"717","3.8125","3.8125","3.8125","3.84375","3.84375","3.84375"
"718","3.8125","3.8125","3.8125","3.828125","3.828125","3.828125"
"719","3.796875","3.796875","3.796875","3.796875","3.796875","3.796875"
"720","3.828125","3.828125","3.828125","3.828125","3.828125","3.828125"
"721","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"722","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"723","3.8125","3.8125","3.8125","3.8125","3.8125","3.8125"
"724","3.78125","3.78125","3.78125","3.796875","3.796875","3.796875"
"725","3.796875","3.796875","3.796875","3.796875","3.796875","3.796875"
"726","3.796875","3.796875","3.796875","3.796875","3.796875","3.796875"
"727","3.78125","3.78125","3.78125","3.796875","3.796875","3.796875"
"728","3.828125","3.828125","3.828125","3.828125","3.828125","3.828125"
"729","3.78125","3.78125","3.78125","3.796875","3.796875","3.796875"
"730","3.8125","3.8125","3.8125","3.828125","3.828125","3.828125"
"731","3.796875","3.796875","3.796875","3.8125","3.8125","3.8125"
"732","3.796875","3.796875","3.796875","3.8125","3.8125","3.8125"
"733","3.796875","3.796875","3.796875","3.8125","3.8125","3.8125"
"734","3.796875","3.796875","3.796875","3.8125","3.8125","3.8125"
"735","3.796875","3.796875","3.796875","3.796875","3.796875","3.796875"
"736","3.78125","3.78125","3.78125","3.8125","3.8125","3.8125"
"737","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"738","3.796875","3.796875","3.796875","3.828125","3.828125","3.828125"
"739","3.765625","3.765625","3.765625","3.796875","3.796875","3.796875"
"740","3.796875","3.796875","3.796875","3.796875","3.796875","3.796875"
"741","3.796875","3.796875","3.796875","3.8125","3.8125","3.8125"
"742","3.78125","3.78125","3.78125","3.796875","3.796875","3.796875"
"743","3.78125","3.78125","3.78125","3.8125","3.8125","3.8125"
"744","3.78125","3.78125","3.78125","3.796875","3.796875","3.796875"
