"Step","default vector 8c1 ema 9e-4 - train/lm_loss","default vector 8c1 ema 9e-4 - train/lm_loss__MIN","default vector 8c1 ema 9e-4 - train/lm_loss__MAX","default vector 8c1 ema 7e-4 - train/lm_loss","default vector 8c1 ema 7e-4 - train/lm_loss__MIN","default vector 8c1 ema 7e-4 - train/lm_loss__MAX","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MIN","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MAX","baseline 8c1 9e-4 - train/lm_loss","baseline 8c1 9e-4 - train/lm_loss__MIN","baseline 8c1 9e-4 - train/lm_loss__MAX","baseline 8c1 7e-4 - train/lm_loss","baseline 8c1 7e-4 - train/lm_loss__MIN","baseline 8c1 7e-4 - train/lm_loss__MAX","baseline 8c1 5e-4 - train/lm_loss","baseline 8c1 5e-4 - train/lm_loss__MIN","baseline 8c1 5e-4 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"4083","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.1875","3.1875","3.1875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4084","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4085","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4086","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4087","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4088","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4089","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4090","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4091","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.171875","3.171875","3.171875","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4092","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.1875","3.1875","3.1875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4093","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4094","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4095","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4096","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4097","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4098","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4099","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4100","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4101","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4102","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4103","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4104","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4105","3.125","3.125","3.125","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875"
"4106","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4107","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4108","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4109","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4110","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4111","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4112","3.125","3.125","3.125","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"4113","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4114","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4115","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4116","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4117","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4118","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4119","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4120","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4121","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.1875","3.1875","3.1875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4122","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4123","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4124","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4125","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4126","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4127","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4128","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4129","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4130","3.125","3.125","3.125","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4131","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4132","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4133","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4134","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4135","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4136","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4137","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4138","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4139","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4140","3.109375","3.109375","3.109375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4141","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4142","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4143","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4144","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4145","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4146","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4147","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4148","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4149","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4150","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4151","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4152","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4153","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4154","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4155","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4156","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4157","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4158","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4159","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4160","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4161","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4162","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4163","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4164","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4165","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4166","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4167","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4168","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4169","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4170","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4171","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4172","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4173","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4174","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4175","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4176","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4177","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4178","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4179","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4180","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4181","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4182","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4183","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4184","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4185","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4186","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4187","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4188","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4189","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4190","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4191","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4192","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
